cell_id,lat,lon,obs_u,obs_v,obs_speed
7104,-63.0,169.0,0.0391,-0.015,0.04187851477786671
7105,-61.0,169.0,0.056,-0.0331,0.06505082628222335
7107,-57.0,169.0,0.0212,0.016,0.026560120481654445
7110,-33.0,169.0,0.0087,0.0035,0.009377632963600143
7113,-27.0,169.0,-0.0147,0.0041,0.01526106156202772
7114,-25.0,169.0,-0.0097,0.0022,0.009946356116689167
7117,-15.0,169.0,-0.0178,0.0086,0.019768662069042507
7119,-11.0,169.0,-0.0049,-0.0012,0.005044799302251776
7120,-9.0,169.0,0.0008,-0.0012,0.0014422205101855957
7123,-3.0,169.0,-0.0292,-0.0001,0.029200171232374648
7129,11.0,169.0,-0.0187,-0.0056,0.01952050204272421
7139,31.0,169.0,-0.0126,-0.0044,0.013346160496562297
7140,33.0,169.0,0.0028,-0.0014,0.0031304951684997056
7144,41.0,169.0,0.0109,0.0027,0.011229425630903836
7151,55.0,169.0,0.0084,-0.0054,0.009985990186255941
7152,57.0,169.0,-0.0099,0.0077,0.012541929676090519
7153,59.0,169.0,-0.0038,0.0049,0.006200806399170998
7155,-67.0,171.0,-0.0065,-0.0016,0.006694027188471825
7158,-61.0,171.0,0.0457,-0.0456,0.0645588878466784
7159,-59.0,171.0,0.0489,-0.0018,0.048933117619869675
7163,-37.0,171.0,-0.0124,-0.0107,0.0163783393541592
7164,-35.0,171.0,0.0002,-0.0002,0.000282842712474619
7167,-29.0,171.0,-0.0177,-0.0025,0.01787568180517879
7168,-27.0,171.0,-0.0074,-0.0008,0.007443117626371358
7176,-11.0,171.0,-0.0004,0.0007,0.0008062257748298549
7177,-9.0,171.0,-0.0009,0.0014,0.0016643316977093237
7179,-5.0,171.0,0.0177,-0.0003,0.01770254219031832
7181,-1.0,171.0,-0.0004,0.0039,0.003920459156782532
7182,1.0,171.0,-0.0137,0.0003,0.013703284277865654
7185,11.0,171.0,-0.0115,-0.0009,0.011535163631262453
7187,15.0,171.0,-0.0014,-0.0017,0.0022022715545545243
7188,17.0,171.0,-0.0009,-0.004,0.0041
7190,21.0,171.0,-0.0063,-0.0037,0.007306161783043132
7200,41.0,171.0,-0.0126,-0.013,0.018104143172213368
7203,47.0,171.0,0.0133,0.0229,0.026482069405543065
7212,-63.0,173.0,0.0857,-0.0317,0.09137494186044662
7214,-59.0,173.0,0.0362,0.0108,0.0377767124032783
7215,-57.0,173.0,-0.023,-0.0064,0.023873835050112917
7219,-29.0,173.0,-0.015,0.0019,0.01511985449665439
7224,-19.0,173.0,-0.0045,0.0014,0.004712748667179271
7227,-13.0,173.0,0.0072,-0.0002,0.007202777242147643
7228,-11.0,173.0,-0.0027,-0.0001,0.002701851217221259
7240,17.0,173.0,-0.0036,0.0042,0.005531726674375732
7244,25.0,173.0,-0.0015,0.0024,0.002830194339616981
7248,33.0,173.0,0.0001,-0.0099,0.009900505037623082
7251,39.0,173.0,0.0136,-0.0041,0.014204576727238303
7259,57.0,173.0,-0.0041,0.001,0.004220189569201839
7263,-63.0,175.0,0.075,-0.0325,0.08173891362135907
7265,-59.0,175.0,0.0606,0.0287,0.06705259129966566
7266,-57.0,175.0,0.0022,-0.0283,0.028385383562671826
7268,-53.0,175.0,0.0563,0.124,0.13618256129181885
7273,-27.0,175.0,-0.0119,0.0083,0.01450861812854691
7280,-13.0,175.0,0.0145,0.0008,0.01452205219657332
7281,-11.0,175.0,-0.0007,0.0003,0.0007615773105863909
7285,-3.0,175.0,-0.029,0.0018,0.029055808369412132
7288,5.0,175.0,0.0142,0.0037,0.014674126890551276
7289,7.0,175.0,-0.0116,0.0019,0.011754573577973809
7290,9.0,175.0,0.0139,-0.0021,0.014057738082636195
7298,25.0,175.0,0.0017,-0.0009,0.0019235384061671345
7301,31.0,175.0,-0.0076,0.001,0.00766550715869472
7316,-69.0,177.0,-0.0068,0.0066,0.009476286192385707
7321,-59.0,177.0,0.0277,0.0006,0.027706497432912734
7330,-31.0,177.0,-0.0016,0.0007,0.0017464249196572981
7348,7.0,177.0,-0.0144,-0.0004,0.014405554484295285
7349,9.0,177.0,0.0115,-0.0014,0.0115849039702537
7352,15.0,177.0,0.0005,0.0002,0.0005385164807134503
7358,27.0,177.0,-0.0089,-0.0015,0.00902551937563706
7362,35.0,177.0,0.0,0.0058,0.0058
7367,45.0,177.0,0.0061,0.0005,0.006120457499239743
7369,49.0,177.0,0.0014,0.0104,0.010493807697875925
7376,-69.0,179.0,-0.0039,0.008,0.0089
7380,-61.0,179.0,0.0379,-0.0049,0.03821544190507288
7381,-59.0,179.0,0.0239,-0.0076,0.025079274311670185
7386,-45.0,179.0,0.0323,-0.0118,0.03438793393037738
7389,-33.0,179.0,-0.0116,0.0015,0.011696580696938743
7397,-13.0,179.0,0.0017,-0.001,0.001972308292331602
7402,-1.0,179.0,0.0069,0.0005,0.0069180922225711905
7403,1.0,179.0,-0.0353,0.0076,0.03610886317789581
7404,3.0,179.0,0.0022,0.0029,0.003640054944640259
7409,13.0,179.0,0.0095,-0.0005,0.009513148795220224
7412,19.0,179.0,0.0041,0.0042,0.005869412236331676
7417,29.0,179.0,-0.0119,-0.0018,0.01203536455617361
7418,31.0,179.0,-0.0135,-0.0061,0.014814182393908885
7421,37.0,179.0,0.0073,-0.0021,0.007596051605933177
7423,41.0,179.0,0.0042,-0.0022,0.004741307836451879
7427,49.0,179.0,0.008,0.0004,0.008009993757800314
